;user_id;sex;university;faculty;graduation_year;faculty_type;outMinTransactionTime;outMaxTransactionTime;outMinCost;outMaxCost;outSumCost;outTransactionsCount;outAvgCost;outMinGap;outMaxGap;outEndTime;outCategoriesCount;inMinTransactionTime;inMaxTransactionTime;inMinCost;inMaxCost;inSumCost;inTransactionsCount;inAvgCost;inMinGap;inMaxGap;inEndTime;inCategoriesCount;cash_acts;credits;bookmaker_in;bookmaker_out;bookmaker_delta;online_games_in;online_games_out;online_games_delta;target
911;9796;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт социально-философских наук и массовых коммуникаций;2014;Human;13;13;3000;3000;3000;1;3000.0;0;0;24;1;0;0;0;0;0;0;0.0;0;0;37;0;0;1;0;0;0;0;0;0;74.1665
912;9798;Жен;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт международных отношений, истории и востоковедения;2016;Human;5;30;10;350;2960;136;21.7647;1;7;7;1;9;30;30;350;2830;34;83.2353;1;5;7;2;12;0;0;0;0;0;0;0;74.1665
913;9809;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт социально-философских наук и массовых коммуникаций;2016;Human;12;19;10;300;810;8;101.25;0;5;18;2;9;13;10;50;60;2;30.0;4;4;24;1;2;0;0;0;0;0;0;0;74.1665
914;9817;;ИСГЗ (КФ);Психологии и рекламы;2017;Human;14;20;10;20;30;2;15.0;6;6;17;2;14;14;30;30;30;1;30.0;0;0;23;1;0;0;0;0;0;0;0;0;74.1665
915;9835;;УдГУ;Институт языка и литературы (бывш. Институт иностранных языков и литературы);2015;Human;1;21;150;78600;191650;201;953.4830000000001;0;3;16;4;1;21;60;78600;190760;198;963.434;0;3;16;2;20;0;0;183900;183900;0;0;0;74.1665
916;9853;;КФУ (НФ);Социально-гуманитарное отделение;2016;Human;14;14;40;40;40;1;40.0;0;0;23;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
917;9855;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт международных отношений, истории и востоковедения;2016;Human;34;35;10;30;40;4;10.0;1;1;2;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
918;9858;Муж;МЭСИ;Институт дистанционного образования;2014;Human;17;26;600;6800;37500;12;3125.0;1;2;11;1;17;26;700;6900;38400;12;3200.0;1;2;11;1;9;1;0;0;0;0;0;0;74.1665
919;9860;Муж;ВолГМУ;Социальной работы и клинической психологии;2015;Human;1;26;60;2500;5810;27;215.185;1;13;11;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;5810;5810;74.1665
920;9866;;ВГПУ;Психологии и социальной работы;2015;Human;8;8;60;60;60;2;30.0;0;0;29;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
921;9870;;ВГПУ;Дошкольного и начального образования;2017;Human;1;1;80;80;80;1;80.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
922;9873;;НИУ СГУ им. Чернышевского;Психологии;2015;Human;4;5;10;300;310;2;155.0;1;1;32;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
923;9874;Жен;ВГПУ;Социальной и коррекционной педагогики;2015;Human;2;31;900;1900;14700;14;1050.0;1;4;6;1;2;31;1000;2000;15100;15;1006.67;1;4;6;1;14;1;0;0;0;0;0;0;74.1665
924;9880;Жен;ВГПУ;Социальной и коррекционной педагогики;2014;Human;12;33;20;1700;12440;16;777.5;1;5;4;2;12;27;900;1800;12600;14;900.0;1;3;10;1;12;1;0;0;0;0;0;0;74.1665
925;9887;Жен;ВолГМУ;Социальной работы и клинической психологии;2015;Human;9;27;40;3000;12740;116;109.82799999999999;1;3;10;3;15;27;400;2900;12500;65;192.308;1;1;10;1;13;0;0;0;0;0;40;40;74.1665
926;9888;;ВолГУ;Институт филологии и межкультурной коммуникации;2016;Human;4;17;30;450;540;3;180.0;0;13;20;3;4;11;30;500;530;2;265.0;7;7;26;2;1;0;0;0;0;0;0;0;74.1665
927;9893;;ВГПУ;Психологии и социальной работы;2016;Human;4;4;200;200;200;1;200.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
928;9895;Муж;ВолГМУ;Социальной работы и клинической психологии;2014;Human;1;28;10;4900;7260;11;660.0;0;13;9;7;1;15;300;5000;7200;9;800.0;1;12;22;1;4;1;0;0;0;0;0;0;74.1665
929;9896;;ВГПУ;Дошкольного и начального образования;2014;Human;2;2;200;200;200;1;200.0;0;0;35;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
930;9897;;СПбГУ;Институт философии (бывш. Философский факультет);2014;Human;2;30;10;1000;2920;17;171.765;1;7;7;5;2;30;200;3200;5900;7;842.857;1;11;7;1;6;0;0;0;0;0;600;600;74.1665
931;9903;Жен;ВолГУ;Институт филологии и межкультурной коммуникации;2015;Human;1;33;30;19500;63860;115;555.304;0;4;4;8;1;32;100;26800;65400;47;1391.49;0;4;5;2;26;1;0;0;0;0;1800;1800;74.1665
932;9931;Муж;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2016;Human;7;32;10;6700;11300;23;491.30400000000003;0;4;5;7;7;32;50;7600;21150;23;919.565;1;7;5;1;12;0;0;900;900;0;0;0;74.1665
933;9949;;ТГУ (бывш. ТолПИ, филиал СГПУ);Гуманитарно-педагогический институт;2015;Human;11;11;40;100;140;3;46.6667;0;0;26;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
934;9961;Муж;Ульяновский государственный педагогический университет им И.Н. Ульянова;Историко-филологический;2018;Human;20;33;100;600;1900;7;271.42900000000003;1;6;4;1;20;33;100;600;1900;5;380.0;1;6;4;1;5;0;0;0;0;0;1900;1900;74.1665
935;9968;;МГУ им. Огарева;Иностранных языков;2016;Human;1;13;10;2300;3500;18;194.44400000000002;1;6;24;4;1;6;100;2600;3650;6;608.3330000000001;1;2;31;1;4;0;0;10;10;0;0;0;74.1665
936;9995;Муж;ПГСГА (бывш. СамГПУ);Психологии;2014;Human;1;32;10;2900;3320;4;830.0;6;19;5;3;26;26;3000;3000;3000;1;3000.0;0;0;11;1;1;0;0;0;0;0;0;0;74.1665
937;10000;;СамГУ;Филологический;2014;Human;2;10;30;100;440;9;48.8889;1;2;27;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;440;440;74.1665
938;10003;;ИЭУП (НФ);Психологический;2014;Human;1;2;50;70;120;2;60.0;1;1;35;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
939;10031;;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2016;Human;22;35;90;2000;2090;2;1045.0;13;13;2;2;35;35;2100;2100;2100;1;2100.0;0;0;2;1;1;0;0;0;0;0;0;0;74.1665
940;10070;;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2018;Human;4;4;100;100;100;1;100.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
941;10079;Жен;СПбГУ;Филологический;2016;Human;1;24;10;1700;2660;15;177.333;1;14;13;3;1;24;150;1800;2750;9;305.556;1;20;13;1;5;0;0;0;0;0;0;0;74.1665
942;10080;Муж;ПГСГА (бывш. СамГПУ);Иностранных языков;2014;Human;26;34;50;350;730;11;66.3636;1;4;3;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;730;730;74.1665
943;10085;;ПГСГА (бывш. СамГПУ);Психологии;2016;Human;22;22;50;50;50;1;50.0;0;0;15;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;50;50;74.1665
944;10101;;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2017;Human;1;1;40;40;40;1;40.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
945;10130;;ПГСГА (бывш. СамГПУ);Филологический;2017;Human;11;32;20;150;270;4;67.5;1;20;5;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;250;250;74.1665
946;10142;Муж;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2016;Human;7;32;10;2500;15300;38;402.63199999999995;0;6;5;6;7;25;200;4300;12250;18;680.556;1;6;12;1;10;0;0;0;0;0;4810;4810;74.1665
947;10150;;СГЭУ;Центр языковой подготовки;2016;Human;4;10;80;1000;1080;3;360.0;6;6;27;2;4;4;1000;1000;1000;2;500.0;0;0;33;1;1;0;0;0;0;0;0;0;74.1665
948;10165;;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2016;Human;6;16;10;300;750;7;107.14299999999999;0;6;21;5;6;10;100;350;750;4;187.5;2;2;27;2;2;0;0;0;0;0;30;30;74.1665
949;10172;;СамГТУ;Дистанционного и дополнительного образования (Дополнительного профессионального образования);2014;Human;4;10;20;17200;17220;3;5740.0;6;6;27;2;4;4;17600;17600;17600;2;8800.0;0;0;33;1;1;0;0;0;0;0;0;0;74.1665
950;10189;;СамГТУ (СФ);Заочного дистанционного образования;2014;Human;6;13;10;100;180;3;60.0;1;6;24;2;4;4;200;200;200;1;200.0;0;0;33;1;1;0;0;0;0;0;0;0;74.1665
951;10199;;ТГУ (бывш. ТолПИ, филиал СГПУ);Гуманитарно-педагогический институт;2015;Human;1;24;10;3600;10200;40;255.0;0;7;13;4;1;18;10;5000;11880;26;456.923;0;6;19;2;11;0;0;0;0;0;0;0;74.1665
952;10207;Муж;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2018;Human;27;34;50;150;400;4;100.0;1;5;3;1;27;34;50;150;400;4;100.0;1;5;3;1;4;0;0;0;0;0;0;0;74.1665
953;10235;;Ульяновский государственный педагогический университет им И.Н. Ульянова;Историко-филологический;2015;Human;3;11;50;90;140;2;70.0;8;8;26;1;3;11;50;90;140;2;70.0;8;8;26;1;2;0;0;0;0;0;140;140;74.1665
954;10278;;ТГУ (бывш. ТолПИ, филиал СГПУ);Гуманитарно-педагогический институт;2017;Human;5;10;50;500;550;2;275.0;5;5;27;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
955;10281;;ПГСГА (бывш. СамГПУ);Филологический;2015;Human;1;28;10;700;5000;39;128.205;0;6;9;6;4;22;150;800;2650;12;220.833;1;10;15;1;6;0;0;0;0;0;2830;2830;74.1665
956;10293;;ПГСГА (бывш. СамГПУ);Специального образования (Коррекционной педагогики);2015;Human;14;14;40;40;40;1;40.0;0;0;23;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
957;10312;Жен;БашГУ;Философии и социологии;2014;Human;3;34;50;7800;63050;46;1370.65;0;4;3;7;3;34;500;10100;61700;37;1667.57;0;6;3;3;11;0;0;0;0;0;0;0;74.1665
958;10325;;УлГТУ;Гуманитарный;2017;Human;6;6;10;10;10;1;10.0;0;0;31;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
959;10326;;Ульяновский государственный педагогический университет им И.Н. Ульянова;Иностранных языков;2016;Human;9;21;10;30;60;3;20.0;5;7;16;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
960;10361;Муж;АГЗ ОКЗ;Гуманитарный №4;2014;Human;1;32;20;3800;7190;12;599.1669999999999;1;9;5;3;16;25;1500;4000;7100;5;1420.0;1;8;12;2;2;0;0;0;0;0;3320;3320;74.1665
961;10374;;РГЭУ РИНХ;Лингвистики и журналистики;2015;Human;8;20;50;1800;8050;31;259.677;0;3;17;2;8;20;200;1800;8050;16;503.125;1;3;17;1;9;0;0;0;0;0;0;0;74.1665
962;10379;;ДГТУ (бывш. РИСХМ);Социально-гуманитарный;2016;Human;30;32;60;2100;4890;21;232.857;0;1;5;4;30;30;5000;5000;5000;1;5000.0;0;0;7;1;1;0;0;0;0;0;0;0;74.1665
963;10381;Жен;ЮФУ (бывш. РГУ);Институт филологии, журналистики и межкультурной коммуникации (бывш. Филологии и журналистики, Лингвистики и словесности);2015;Human;24;24;100;100;100;1;100.0;0;0;13;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
964;10382;;ТГПИ;Иностранных языков;2015;Human;22;33;20;1600;2920;3;973.3330000000001;5;6;4;2;22;33;1500;1700;3200;2;1600.0;11;11;4;1;2;0;0;0;0;0;0;0;74.1665
965;10397;;ЮФУ (бывш. РГУ);Академия психологии и педагогики (бывш. Академия педагогического образования, Факультет психологии, Факультет педагогики и практической психологии);2018;Human;4;5;80;80;160;4;40.0;1;1;32;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;160;160;74.1665
966;10417;;ТГПИ;Психологии и социальной педагогики (бывш. Социальной педагогики);2015;Human;33;36;150;1200;3200;13;246.15400000000002;0;2;1;4;35;36;500;2900;3400;9;377.778;1;1;1;2;1;0;2900;1700;-1200;0;150;150;74.1665
967;10419;;ЮФУ (бывш. РГУ);Институт социологии и регионоведения;2014;Human;13;13;10;10;10;1;10.0;0;0;24;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
968;10522;Жен;ЮФУ (бывш. РГУ);Институт филологии, журналистики и межкультурной коммуникации (бывш. Филологии и журналистики, Лингвистики и словесности);2016;Human;2;30;10;800;1960;19;103.15799999999999;0;6;7;6;3;18;60;1000;1310;3;436.667;2;13;19;3;2;0;0;0;0;0;440;440;74.1665
969;10526;;МГУ;Психологии;2014;Human;7;33;60;100;160;2;80.0;26;26;4;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;160;160;74.1665
970;10537;Муж;ЧГУ (бывш. ЧИГУ);Исторический;2017;Human;5;32;10;2500;5450;31;175.80599999999998;0;17;5;3;22;32;300;2700;5150;5;1030.0;1;6;5;1;4;0;0;0;0;0;0;0;74.1665
971;10553;;МГУ;Высшая школа современных социальных наук;2014;Human;2;8;10;10;20;2;10.0;6;6;29;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;10;10;74.1665
972;10569;;ЮФУ (бывш. РГУ);Институт истории и международных отношений (бывш. Исторический);2014;Human;10;14;1000;1200;3200;3;1066.67;1;3;23;1;10;14;1000;1200;3200;3;1066.67;1;3;23;1;3;1;0;0;0;0;0;0;74.1665
973;10572;;ДГТУ (бывш. РИСХМ);Международный;2017;Human;31;31;2000;2000;2000;1;2000.0;0;0;6;1;31;31;2100;2100;2100;1;2100.0;0;0;6;1;1;0;0;0;0;0;0;0;74.1665
974;10580;;РГЭУ РИНХ;Лингвистики и журналистики;2016;Human;7;7;10;10;10;1;10.0;0;0;30;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
975;10583;Муж;СПбГУ;Международных отношений;2015;Human;13;31;10;4200;17690;18;982.778;0;5;6;3;12;25;200;4800;18100;15;1206.67;1;7;12;1;8;0;0;100;100;0;0;0;74.1665
976;10598;Жен;ЧГУ (бывш. ЧИГУ);Институт чеченской и общей филологии (Филологический);2017;Human;8;34;90;2700;26580;173;153.642;0;2;3;2;8;34;150;3000;26500;65;407.69199999999995;1;3;3;1;23;0;0;0;0;0;0;0;74.1665
977;10605;;ЧГУ (бывш. ЧИГУ);Институт чеченской и общей филологии (Филологический);2016;Human;5;5;20;20;20;1;20.0;0;0;32;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
978;10643;Муж;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Гуманитарный институт;2016;Human;25;35;50;150;260;5;52.0;1;9;2;2;34;35;50;150;200;4;50.0;1;1;2;1;2;0;0;0;0;0;110;110;74.1665
979;10649;Жен;ННГУ им. Лобачевского;Институт открытого образования;2015;Human;28;28;100;100;100;1;100.0;0;0;9;1;28;28;100;100;100;1;100.0;0;0;9;1;0;0;0;0;0;0;0;0;74.1665
980;10676;Муж;ТГСХА;Институт дистанционного образования;2017;Human;7;23;10;1600;4380;21;208.571;0;6;14;8;7;15;150;2000;3450;10;345.0;1;3;22;1;5;0;0;0;0;0;600;600;74.1665
981;10683;Жен;ХГУ (бывш. АГПИ) им. Катанова;Институт непрерывного педагогического образования;2015;Human;27;27;2800;2800;2800;1;2800.0;0;0;10;1;27;27;2900;2900;2900;1;2900.0;0;0;10;1;1;1;0;0;0;0;0;0;74.1665
982;10689;Муж;СибГТУ;Гуманитарный;2015;Human;26;32;10;1300;1310;7;187.143;6;6;5;2;26;26;1300;1300;1300;2;650.0;0;0;11;1;1;0;0;0;0;0;0;0;74.1665
983;10729;Жен;МГОУ (областной);Психологии;2017;Human;6;32;5000;37800;90900;21;4328.57;1;15;5;1;6;32;5000;38500;92600;21;4409.52;1;15;5;1;9;1;0;0;0;0;0;0;74.1665
984;10730;;РГСУ;Социальной работы, педагогики и ювенологии;2016;Human;3;9;10;350;360;2;180.0;6;6;28;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
985;10734;Муж;МИИТ;Гуманитарный институт;2018;Human;21;36;10;400;870;11;79.0909;0;7;1;4;21;29;100;300;900;7;128.571;0;6;8;2;4;0;0;0;0;0;200;200;74.1665
986;10739;;МГУ;Мировой политики;2015;Human;15;17;150;150;300;2;150.0;2;2;20;1;15;17;150;150;300;2;150.0;2;2;20;1;2;0;0;0;0;0;0;0;74.1665
987;10754;;МГОУ (областной);Психологии;2015;Human;6;6;500;500;500;1;500.0;0;0;31;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
988;10757;Муж;АГЗ ОКЗ;Гуманитарный №4;2017;Human;16;35;100;37000;148850;126;1181.35;0;2;2;8;17;35;200;38000;156200;65;2403.08;0;2;2;4;16;0;0;0;0;1900;125900;124000;74.1665
989;10767;;РГСУ;Социальной работы;2014;Human;21;21;9800;9800;9800;1;9800.0;0;0;16;1;21;21;10000;10000;10000;1;10000.0;0;0;16;1;1;0;0;0;0;0;0;0;74.1665
990;10770;;МИИТ;Гуманитарный институт;2015;Human;3;34;10;250;320;3;106.667;6;25;3;3;3;3;300;300;300;1;300.0;0;0;34;1;1;0;0;0;0;0;0;0;74.1665
991;10771;;МГПУ;Институт педагогики и психологии образования;2014;Human;2;11;50;150;200;3;66.6667;9;9;26;1;2;11;30;5500;8830;6;1471.67;1;4;26;2;4;0;0;0;0;0;0;0;74.1665
992;10774;;МГУ;Журналистики;2016;Human;1;1;10;10;10;1;10.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
993;10782;;МГУП (печати) (бывш. МГАП, МПИ);Институт издательского дела и журналистики;2015;Human;32;32;250;250;250;1;250.0;0;0;5;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
994;10797;Жен;СамГУ;Филологический;2016;Human;7;28;50;1800;3800;9;422.222;1;12;9;2;7;28;1900;2100;4000;7;571.429;21;21;9;1;2;0;0;0;0;0;0;0;74.1665
995;10798;Муж;СамГУ;Психологический;2014;Human;1;35;10;7800;31080;41;758.049;0;6;2;10;1;35;250;2200;16950;20;847.5;0;7;2;2;18;0;0;0;0;0;50;50;74.1665
996;10830;;НИУ СГУ им. Чернышевского;Психологии;2016;Human;15;15;500;500;500;1;500.0;0;0;22;1;15;15;500;500;500;1;500.0;0;0;22;1;1;0;0;0;0;0;500;500;74.1665
997;10847;;Ульяновский государственный педагогический университет им И.Н. Ульянова;Педагогики и психологии;2015;Human;8;11;100;700;1350;7;192.857;1;1;26;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
998;10860;Муж;МГУ;Психологии;2014;Human;1;35;10;700;2220;12;185.0;1;16;2;4;1;35;100;700;2400;12;200.0;1;22;2;1;5;0;0;0;0;0;0;0;74.1665
999;10863;Муж;ЧГУ (бывш. ЧИГУ);Институт чеченской и общей филологии (Филологический);2015;Human;15;35;20;5200;49080;29;1692.41;0;9;2;6;15;26;1000;2200;3200;3;1066.67;11;11;11;1;2;1;0;0;0;0;0;0;74.1665
1000;10874;Муж;АГЗ ОКЗ;Гуманитарный №4;2017;Human;2;24;30;100;510;9;56.6667;1;7;13;2;8;8;50;50;50;1;50.0;0;0;29;1;1;0;0;0;0;0;470;470;74.1665
1001;10885;Муж;МГУ;Психологии;2018;Human;17;25;200;13000;31250;60;520.8330000000001;0;2;12;5;19;25;50;13000;30900;58;532.759;0;1;12;3;9;0;8550;23400;14850;0;250;250;74.1665
1002;10889;Жен;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Гуманитарный институт;2014;Human;26;26;60;60;60;1;60.0;0;0;11;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;60;60;74.1665
1003;10897;;МГГУ (бывш. МГОПУ) им. М. А. Шолохова;Иностранных языков и международных коммуникаций (Институт языка и коммуникаций);2016;Human;5;11;10;450;460;2;230.0;6;6;26;2;5;5;450;450;450;1;450.0;0;0;32;1;1;0;0;0;0;0;0;0;74.1665
1004;10900;Муж;ТвГУ;Филологический;2017;Human;12;30;10;500;1140;12;95.0;0;10;7;6;4;24;10;700;1220;12;101.667;2;16;13;2;2;0;0;0;0;0;0;0;74.1665
1005;10945;;ННГАСУ;Институт открытого дистанционного образования (ОДО);2014;Human;7;30;700;9200;9900;2;4950.0;23;23;7;1;7;30;800;9300;10100;2;5050.0;23;23;7;1;2;1;0;0;0;0;0;0;74.1665
1006;10951;;НГПУ им. Козьмы Минина;Гуманитарных наук;2015;Human;4;11;80;2600;8180;6;1363.33;0;6;26;4;4;5;4000;4100;8100;5;1620.0;1;1;32;1;2;1;0;0;0;0;0;0;74.1665
1007;10958;;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Гуманитарный институт;2017;Human;5;8;10;20;30;2;15.0;3;3;29;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;10;10;0;0;0;74.1665
1008;10972;Муж;МГУ;Журналистики;2017;Human;1;34;10;3000;11830;101;117.12899999999999;0;12;3;6;17;28;50;1400;8810;51;172.745;0;4;9;6;10;0;4750;9550;4800;100;1600;1500;74.1665
1009;10975;;МГУ;Иностранных языков и регионоведения;2017;Human;23;23;1100;1100;1100;1;1100.0;0;0;14;1;23;23;1200;1200;1200;1;1200.0;0;0;14;1;1;1;0;0;0;0;0;0;74.1665
1010;11019;;СПбГУТ им. Бонч-Бруевича;Институт военного образования;2018;Human;4;4;10;10;10;1;10.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
1011;11028;;АГТУ (бывш. АЛТИ);Институт социально-гуманитарных и политических наук;2017;Human;4;4;20;20;20;1;20.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
1012;11033;;ЧГУ;Гуманитарный институт;2017;Human;5;10;100;600;700;4;175.0;5;5;27;1;9;9;30;30;30;1;30.0;0;0;28;1;0;0;0;0;0;0;700;700;74.1665
1013;11039;;СПбГУ;Журналистики (Высшая школа журналистики и массовых коммуникаций);2015;Human;23;23;200;200;200;2;100.0;0;0;14;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
1014;11041;;ПсковГУ (бывш. ПГПУ им. Кирова и ППИ);Психологии;2016;Human;13;20;30;40;70;2;35.0;7;7;17;1;7;14;30;40;70;2;35.0;7;7;23;1;0;0;0;0;0;0;0;0;74.1665
1015;11053;Жен;ТюмГУ;Институт истории и политических наук (ИИПН);2015;Human;19;35;40;700;5340;26;205.385;0;3;2;4;19;35;100;500;1550;6;258.33299999999997;1;10;2;2;5;0;0;0;0;0;4540;4540;74.1665
1016;11068;Муж;ТюмГУ;Институт истории и политических наук (ИИПН);2015;Human;9;29;60;300;610;5;122.0;0;13;8;4;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;100;100;0;0;0;74.1665
1017;11079;Муж;ОГПУ (бывш. ОГПИ им. Чкалова);Исторический;2015;Human;1;36;10;5300;43390;295;147.085;0;5;1;8;1;35;60;5500;32510;123;264.309;0;5;2;2;26;0;4700;19210;14510;0;70;70;74.1665
1018;11083;Жен;ОГПУ (бывш. ОГПИ им. Чкалова);Иностранных языков;2014;Human;24;24;50;50;50;1;50.0;0;0;13;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;74.1665
1019;11088;;УГТУ-УПИ;Журналистики (ИГНИ);2016;Human;1;25;10;7700;20160;34;592.941;0;14;12;6;1;5;800;15300;18900;9;2100.0;1;2;32;2;3;1;800;900;100;0;0;0;74.1665
1020;11092;Муж;УГТУ-УПИ;Институт фундаментального образования;2016;Human;8;25;40;100;180;4;45.0;1;16;12;1;8;8;40;40;40;1;40.0;0;0;29;1;0;0;0;0;0;0;180;180;74.1665
1021;11103;Муж;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт филологии и межкультурной коммуникации;2014;Human;5;35;40;1500;9910;111;89.2793;0;6;2;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;9870;9870;74.1665
1022;11111;Муж;СПбГУ;Институт истории (бывш. Исторический факультет);2018;Human;6;28;800;800;1600;2;800.0;22;22;9;1;6;28;800;900;1700;2;850.0;22;22;9;1;2;0;0;0;0;0;0;0;74.1665
1023;11115;Жен;СамГУ;Исторический;2015;Human;26;26;800;800;800;1;800.0;0;0;11;1;26;26;900;900;900;1;900.0;0;0;11;1;1;0;0;0;0;0;0;0;74.1665
1024;11117;;ПГСГА (бывш. СамГПУ);Начального образования;2014;Human;1;30;900;2400;5700;5;1140.0;2;25;7;2;1;30;1000;2500;6100;5;1220.0;2;25;7;1;4;1;0;0;0;0;0;0;74.1665
1025;11119;;ПГСГА (бывш. СамГПУ);Филологический;2017;Human;1;35;100;7600;77650;36;2156.94;0;7;2;5;1;11;1400;5200;46900;15;3126.67;1;2;26;2;9;1;0;0;0;0;0;0;74.1665
1026;11125;;ПГСГА (бывш. СамГПУ);Специального образования (Коррекционной педагогики);2014;Human;3;21;50;500;1050;3;350.0;1;17;16;2;20;21;500;500;1000;2;500.0;1;1;16;1;2;1;0;0;0;0;0;0;74.1665
1027;11133;;ПГСГА (бывш. СамГПУ);Начального образования;2015;Human;5;6;70;300;370;11;33.6364;1;1;31;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;300;300;74.1665
1028;11159;Муж;БашГУ;Исторический;2015;Human;10;33;50;400;1010;8;126.25;0;13;4;5;16;35;10;300;750;13;57.6923;0;13;2;3;1;0;0;0;0;0;130;130;74.1665
1029;11166;;СамГТУ;Дистанционного и дополнительного образования (Дополнительного профессионального образования);2018;Human;2;7;90;1000;1390;6;231.667;1;2;30;2;2;7;100;1000;1850;7;264.286;1;2;30;1;4;0;0;1150;1150;0;0;0;74.1665
1030;11173;;СамГУ;Психологический;2016;Human;7;18;200;1700;1900;2;950.0;11;11;19;2;18;18;1800;1800;1800;1;1800.0;0;0;19;1;1;0;0;0;0;0;0;0;74.1665
1031;11196;Муж;ПГУТИ (бывш. ПГАТИ);Базового телекоммуникационного образования;2015;Human;3;32;10;27000;64320;149;431.67800000000005;0;5;5;11;3;25;10;58200;103780;62;1673.87;0;6;12;5;12;0;0;0;0;2500;8220;5720;74.1665
